step,3915-choose-best,3915-choose-first,6058-choose-best,6058-choose-first,7494-choose-best,7494-choose-first,time-3915-choose-best,time-3915-choose-first,time-6058-choose-best,time-6058-choose-first,time-7494-choose-best,time-7494-choose-first
799,,0.566979,,,,,,,,,,
800,,0.567299,,,,,,,,,,
801,,0.5673,,,,,,,,,,
802,,0.567447,,,,,,,,,,
803,,0.567644,,,,,,,,,,
804,,0.567654,,,,,,,,,,
805,,0.567659,,,,,,,,,,
806,,0.56766,,,,,,,,,,
807,,0.576429,,,,,,,,,,
808,,0.57643,,,,,,,,,,
809,,0.576442,,,,,,,,,,
810,,0.576445,,,,,,,,,,
811,,0.577028,,,,,,,,,,
812,,0.578315,,,,,,,,,,
813,,0.578496,,,,,,,,,,
814,,0.578497,,,,,,,,,,
815,,0.578677,,,,,,,,,,
816,,0.578678,,,,,,,,,,
817,,0.578681,,,,,,,,,,
818,,0.578682,,,,,,,,,,
819,,0.578685,,,,,,,,,,
820,,0.578687,,,,,,,,,,
821,,0.57869,,,,,,,,,,
822,,0.578693,,,,,,,,,,
823,,0.578694,,,,,,,,,,
824,,0.578697,,,,,,,,,,
825,,0.579053,,,,,,,,,,
826,,0.579056,,,,,,,,,,
827,,0.579057,,,,,,,,,,
828,,0.57927,,,,,,,,,,
829,,0.579637,,,,,,,,,,
830,,0.579644,,,,,,,,,,
831,,0.580663,,,,,,,,,,
832,,0.580853,,,,,,,,,,
833,,0.583145,,,,,,,,,,
834,,0.583152,,,,,,,,,,
835,,0.583153,,,,,,,,,,
836,,0.583159,,,,,,,,,,
837,,0.583185,,,,,,,,,,
838,,0.586118,,,,,,,,,,
839,,0.590727,,,,,,,,,,
840,,0.590921,,,,,,,,,,
841,,0.591152,,,,,,,,,,
842,,0.591221,,,,,,,,,,
843,,0.592595,,,,,,,,,,
844,,0.592629,,,,,,,,,,
845,,0.59263,,,,,,,,,,
846,,0.59263,,,,,,,,,,
847,,0.592631,,,,,,,,,,
848,,0.592687,,,,,,,,,,
849,,0.598676,,,,,,,,,,
850,,0.598877,,,,,,,,,,
851,,0.600249,,,,,,,,,,
852,,0.600444,,,,,,,,,,
853,,0.600624,,,,,,,,,,
854,,0.600625,,,,,,,,,,
855,,0.60207,,,,,,,,,,
856,,0.604032,,,,,,,,,,
857,,0.604232,,,,,,,,,,
858,,0.604233,,,,,,,,,,
859,,0.604447,,,,,,,,,,
860,,0.604453,,,,,,,,,,
861,,0.604455,,,,,,,,,,
862,,0.604457,,,,,,,,,,
863,,0.604458,,,,,,,,,,
864,,0.605029,,,,,,,,,,
865,,0.605029,,,,,,,,,,
866,,0.605031,,,,,,,,,,
867,,0.605033,,,,,,,,,,
868,,0.605216,,,,,,,,,,
869,,0.605217,,,,,,,,,,
870,,0.606316,,,,,,,,,,
871,,0.606524,,,,,,,,,,
872,,0.606525,,,,,,,,,,
873,,0.606525,,,,,,,,,,
874,,0.606717,,,,,,,,,,
875,,0.606904,,,,,,,,,,
876,,0.606917,,,,,,,,,,
877,,0.606917,,,,,,,,,,
878,,0.606917,,,,,,,,,,
879,,0.606917,,,,,,,,,,
880,,0.606917,,,,,,,,,,
881,,0.607665,,,,,,,,,,
882,,0.607665,,,,,,,,,,
883,,0.60774,,,,,,,,,,
884,,0.60774,,,,,,,,,,
885,,0.60774,,,,,,,,,,
886,,0.60774,,,,,,,,,,
887,,0.60774,,,,,,,,,,
888,,0.60774,,,,,,,,,,
889,,0.60774,,,,,,,,,,
890,,0.607741,,,,,,,,,,
891,,0.607742,,,,,,,,,,
892,,0.607742,,,,,,,,,,
893,,0.608302,,,,,,,,,,
894,,0.608302,,,,,,,,,,
895,,0.608306,,,,,,,,,,
896,,0.608307,,,,,,,,,,
897,,0.608308,,,,,,,,,,
898,,0.608308,,,,,,,,,,
899,,0.608309,,,,,,,,,,
900,,0.608315,,,,,,,,,,
901,,0.608315,,,,,,,,,,
902,,0.608315,,,,,,,,,,
903,,0.608315,,,,,,,,,,
904,,0.608315,,,,,,,,,,
905,,0.608317,,,,,,,,,,
906,,0.608317,,,,,,,,,,
907,,0.608317,,,,,,,,,,
908,,0.608319,,,,,,,,,,
909,,0.608319,,,,,,,,,,
910,,0.608319,,,,,,,,,,
911,,0.608319,,,,,,,,,,
912,,0.608319,,,,,,,,,,
913,,0.608319,,,,,,,,,,
914,,0.60832,,,,,,,,,,
915,,0.60832,,,,,,,,,,
916,,0.60832,,,,,,,,,,
917,,0.60832,,,,,,,,,,
918,,0.60832,,,,,,,,,,
919,,0.60832,,,,,,,,,,
920,,0.60832,,,,,,,,,,
921,,0.608321,,,,,,,,,,
922,,0.608321,,,,,,,,,,
923,,0.608321,,,,,,,,,,
924,,0.608321,,,,,,,,,,
925,,0.608321,,,,,,,,,,
926,,0.608321,,,,,,,,,,
927,,0.608321,,,,,,,,,,
928,,0.608321,,,,,,,,,,
929,,0.608321,,,,,,,,,,
930,,0.608322,,,,,,,,,,
931,,0.608322,,,,,,,,,,
932,,0.608322,,,,,,,,,,
933,,0.608322,,,,,,,,,,
934,,0.608322,,,,,,,,,,
935,,0.608322,,,,,,,,,,
936,,0.608322,,,,,,,,,,
937,,0.608322,,,,,,,,,,
938,,0.608323,,,,,,,,,,
939,,0.608323,,,,,,,,,,
940,,0.608323,,,,,,,,,,
941,,0.608323,,,,,,,,,,
942,,0.608323,,,,,,,,,,
943,,0.608323,,,,,,,,,,
944,,0.608323,,,,,,,,,,
945,,0.608323,,,,,,,,,,
946,,0.608323,,,,,,,,,,
947,,0.608323,,,,,,,,,,
948,,0.608323,,,,,,,,,,
949,,0.608323,,,,,,,,,,
950,,0.608323,,,,,,,,,,
951,,0.608323,,,,,,,,,,
952,,0.608324,,,,,,,,,,
953,,0.608324,,,,,,,,,,
954,,0.608324,,,,,,,,,,
955,,0.608324,,,,,,,,,,
956,,0.608324,,,,,,,,,,
957,,0.608324,,,,,,,,,,
958,,0.608324,,,,,,,,,,
959,,0.608324,,,,,,,,,,
960,,0.608324,,,,,,,,,,
961,,0.608324,,,,,,,,,,
962,,0.608324,,,,,,,,,,
963,,0.608324,,,,,,,,,,
964,,0.608324,,,,,,,,,,
965,,0.608324,,,,,,,,,,
966,,0.608324,,,,,,,,,,
967,,0.608324,,,,,,,,,,
968,,0.608324,,,,,,,,,,
969,,0.608324,,,,,,,,,,
970,,0.608324,,,,,,,,,,
971,,0.608324,,,,,,,,,,
972,,0.608324,,,,,,,,,,
973,,0.608324,,,,,,,,,,
974,,0.608324,,,,,,,,,,
975,,0.608324,,,,,,,,,,
976,,0.608324,,,,,,,,,,
977,,0.608324,,,,,,,,,,
978,,0.608324,,,,,,,,,,
979,,0.608324,,,,,,,,,,
980,,0.608324,,,,,,,,,,
981,,0.608698,,,,,,,,,,
982,,0.608698,,,,,,,,,,
983,,0.608885,,,,,,,,,,
984,,0.608885,,,,,,,,,,
985,,0.608885,,,,,,,,,,
986,,0.608886,,,,,,,,,,
987,,0.608886,,,,,,,,,,
988,,0.608886,,,,,,,,,,
989,,0.608886,,,,,,,,,,
990,,0.608886,,,,,,,,,,
991,,0.608886,,,,,,,,,,
992,,0.608886,,,,,,,,,,
993,,0.609072,,,,,,,,,,
994,,0.609072,,,,,,,,,,
995,,0.609072,,,,,,,,,,
996,,0.609072,,,,,,,,,,
997,,0.609073,,,,,,,,,,
998,,0.609073,,,,,,,,,,
999,,0.61057,,,,,,,,,,
1000,,0.61057,,,,,,,,,,
1001,,0.61057,,,,,,,,,,
1002,,0.61057,,,,,,,,,,
1003,,0.610757,,,,,,,,,,
1004,,0.611459,,,,,,,,,,
1005,,0.61146,,,,,,,,,,
1006,,0.61146,,,,,,,,,,
1007,,0.61146,,,,,,,,,,
1008,,0.611461,,,,,,,,,,
1009,,0.612585,,,,,,,,,,
1010,,0.612585,,,,,,,,,,
1011,,0.612585,,,,,,,,,,
1012,,0.612586,,,,,,,,,,
1013,,0.612586,,,,,,,,,,
1014,,0.612586,,,,,,,,,,
1015,,0.612587,,,,,,,,,,
1016,,0.612587,,,,,,,,,,
1017,,0.612587,,,,,,,,,,
1018,,0.612587,,,,,,,,,,
1019,,0.612588,,,,,,,,,,
1020,,0.612588,,,,,,,,,,
1021,,0.612588,,,,,,,,,,
1022,,0.612588,,,,,,,,,,
1023,,0.612588,,,,,,,,,,
1024,,0.612588,,,,,,,,,,
1025,,0.612588,,,,,,,,,,
1026,,0.612588,,,,,,,,,,
1027,,0.612588,,,,,,,,,,
1028,,0.61259,,,,,,,,,,
1029,,0.61259,,,,,,,,,,
1030,,0.61259,,,,,,,,,,
1031,,0.61259,,,,,,,,,,
1032,,0.61259,,,,,,,,,,
1033,,0.612591,,,,,,,,,,
1034,,0.612591,,,,,,,,,,
1035,,0.612591,,,,,,,,,,
1036,,0.612591,,,,,,,,,,
1037,,0.612591,,,,,,,,,,
1038,,0.612591,,,,,,,,,,
1039,,0.612591,,,,,,,,,,
1040,,0.612591,,,,,,,,,,
1041,,0.612591,,,,,,,,,,
1042,,0.612591,,,,,,,,,,
1043,,0.612591,,,,,,,,,,
1044,,0.612591,,,,,,,,,,
1045,,0.612592,,,,,,,,,,
1046,,0.612592,,,,,,,,,,
1047,,0.612592,,,,,,,,,,
1048,,0.612593,,,,,,,,,,
1049,,0.612593,,,,,,,,,,
1050,,0.612593,,,,,,,,,,
1051,,0.61278,,,,,,,,,,
1052,,0.613586,,,,,,,,,,
1053,,0.613772,,,,,,,,,,
1054,,0.613772,,,,,,,,,,
1055,,0.613772,,,,,,,,,,
1056,,0.613772,,,,,,,,,,
1057,,0.613773,,,,,,,,,,
1058,,0.613774,,,,,,,,,,
1059,,0.613775,,,,,,,,,,
1060,,0.613775,,,,,,,,,,
1061,,0.613775,,,,,,,,,,
1062,,0.613775,,,,,,,,,,
1063,,0.613775,,,,,,,,,,
1064,,0.613777,,,,,,,,,,
1065,,0.614144,,,,,,,,,,
1066,,0.614144,,,,,,,,,,
1067,,0.614155,,,,,,,,,,
1068,,0.614156,,,,,,,,,,
1069,,0.614156,,,,,,,,,,
1070,,0.614156,,,,,,,,,,
1071,,0.614336,,,,,,,,,,
1072,,0.614336,,,,,,,,,,
1073,,0.614337,,,,,,,,,,
1074,,0.614341,,,,,,,,,,
1075,,0.614341,,,,,,,,,,
1076,,0.614342,,,,,,,,,,
1077,,0.614342,,,,,,,,,,
1078,,0.614528,,,,,,,,,,
1079,,0.61453,,,,,,,,,,
1080,,0.614531,,,,,,,,,,
1081,,0.614531,,,,,,,,,,
1082,,0.614531,,,,,,,,,,
1083,,0.616219,,,,,,,,,,
1084,,0.616219,,,,,,,,,,
1085,,0.616404,,,,,,,,,,
1086,,0.616404,,,,,,,,,,
1087,,0.616404,,,,,,,,,,
1088,,0.616405,,,,,,,,,,
1089,,0.616405,,,,,,,,,,
1090,,0.616406,,,,,,,,,,
1091,,0.616406,,,,,,,,,,
1092,,0.616407,,,,,,,,,,
1093,,0.616407,,,,,,,,,,
1094,,0.616407,,,,,,,,,,
1095,,0.616407,,,,,,,,,,
1096,,0.616407,,,,,,,,,,
1097,,0.616408,,,,,,,,,,
1098,,0.616408,,,,,,,,,,
1099,,0.616408,,,,,,,,,,
1100,,0.616781,,,,,,,,,,
1101,,0.616784,,,,,,,,,,
1102,,0.616784,,,,,,,,,,
1103,,0.617726,,,,,,,,,,
1104,,0.617726,,,,,,,,,,
1105,,0.619076,,,,,,,,,,
1106,,0.619076,,,,,,,,,,
1107,,0.619077,,,,,,,,,,
1108,,0.619077,,,,,,,,,,
1109,,0.619375,,,,,,,,,,
1110,,0.619375,,,,,,,,,,
1111,,0.619918,,,,,,,,,,
1112,,0.619919,,,,,,,,,,
1113,,0.619919,,,,,,,,,,
1114,,0.619922,,,,,,,,,,
1115,,0.619922,,,,,,,,,,
1116,,0.619923,,,,,,,,,,
1117,,0.619923,,,,,,,,,,
1118,,0.620414,,,,,,,,,,
1119,,0.620414,,,,,,,,,,
1120,,0.62097,,,,,,,,,,
1121,,0.62097,,,,,,,,,,
1122,,0.62097,,,,,,,,,,
1123,,0.620972,,,,,,,,,,
1124,,0.620972,,,,,,,,,,
1125,,0.621363,,,,,,,,,,
1126,,0.621363,,,,,,,,,,
1127,,0.621364,,,,,,,,,,
1128,,0.621972,,,,,,,,,,
1129,,0.621972,,,,,,,,,,
1130,,0.622159,,,,,,,,,,
1131,,0.622159,,,,,,,,,,
1132,,0.622159,,,,,,,,,,
1133,,0.622159,,,,,,,,,,
1134,,0.622347,,,,,,,,,,
1135,,0.622914,,,,,,,,,,
1136,,0.622914,,,,,,,,,,
1137,,0.623475,,,,,,,,,,
1138,,0.623475,,,,,,,,,,
1139,,0.623475,,,,,,,,,,
1140,,0.623495,,,,,,,,,,
1141,,0.623495,,,,,,,,,,
1142,,0.623495,,,,,,,,,,
1143,,0.623495,,,,,,,,,,
1144,,0.623495,,,,,,,,,,
1145,,0.623495,,,,,,,,,,
1146,,0.623495,,,,,,,,,,
1147,,0.623495,,,,,,,,,,
1148,,0.623495,,,,,,,,,,
1149,,0.623495,,,,,,,,,,
1150,,0.623495,,,,,,,,,,
1151,,0.623495,,,,,,,,,,
1152,,0.623495,,,,,,,,,,
1153,,0.623495,,,,,,,,,,
1154,,0.623495,,,,,,,,,,
1155,,0.623495,,,,,,,,,,
1156,,0.623495,,,,,,,,,,
1157,,0.623495,,,,,,,,,,
1158,,0.623495,,,,,,,,,,
1159,,0.623495,,,,,,,,,,
1160,,0.623495,,,,,,,,,,
1161,,0.62443,,,,,,,,,,
1162,,0.62443,,,,,,,,,,
1163,,0.62443,,,,,,,,,,
1164,,0.62443,,,,,,,,,,
1165,,0.62443,,,,,,,,,,
1166,,0.62443,,,,,,,,,,
1167,,0.62443,,,,,,,,,,
1168,,0.624431,,,,,,,,,,
1169,,0.624431,,,,,,,,,,
1170,,0.624431,,,,,,,,,,
1171,,0.624431,,,,,,,,,,
1172,,0.624431,,,,,,,,,,
1173,,0.624431,,,,,,,,,,
1174,,0.624431,,,,,,,,,,
1175,,0.624431,,,,,,,,,,
1176,,0.624431,,,,,,,,,,
1177,,0.624431,,,,,,,,,,
1178,,0.624431,,,,,,,,,,
1179,,0.624431,,,,,,,,,,
1180,,0.624431,,,,,,,,,,
1181,,0.624431,,,,,,,,,,
1182,,0.624431,,,,,,,,,,
1183,,0.625179,,,,,,,,,,
1184,,0.625179,,,,,,,,,,
1185,,0.625179,,,,,,,,,,
1186,,0.625179,,,,,,,,,,
1187,,0.625179,,,,,,,,,,
1188,,0.625179,,,,,,,,,,
1189,,0.625179,,,,,,,,,,
1190,,0.625179,,,,,,,,,,
1191,,0.62518,,,,,,,,,,
1192,,0.62518,,,,,,,,,,
1193,,0.62518,,,,,,,,,,
1194,,0.62518,,,,,,,,,,
1195,,0.62518,,,,,,,,,,
1196,,0.625554,,,,,,,,,,
1197,,0.625554,,,,,,,,,,
1198,,0.625554,,,,,,,,,,
1199,,0.625554,,,,,,,,,,
1200,,0.625554,,,,,,,,,,
1201,,0.625554,,,,,,,,,,
1202,,0.625554,,,,,,,,,,
1203,,0.628753,,,,,,,,,,
1204,,0.628753,,,,,,,,,,
1205,,0.628754,,,,,,,,,,
1206,,0.628755,,,,,,,,,,
1207,,0.628755,,,,,,,,,,
1208,,0.628755,,,,,,,,,,
1209,,0.628755,,,,,,,,,,
1210,,0.628756,,,,,,,,,,
1211,,0.628756,,,,,,,,,,
1212,,0.628756,,,,,,,,,,
1213,,0.628756,,,,,,,,,,
1214,,0.628757,,,,,,,,,,
1215,,0.628757,,,,,,,,,,
1216,,0.628757,,,,,,,,,,
1217,,0.628757,,,,,,,,,,
1218,,0.628757,,,,,,,,,,
1219,,0.628757,,,,,,,,,,
1220,,0.628757,,,,,,,,,,
1221,,0.628757,,,,,,,,,,
1222,,0.628757,,,,,,,,,,
1223,,0.628757,,,,,,,,,,
1224,,0.628758,,,,,,,,,,
1225,,0.628758,,,,,,,,,,
1226,,0.628758,,,,,,,,,,
1227,,0.628758,,,,,,,,,,
1228,,0.628758,,,,,,,,,,
1229,,0.628759,,,,,,,,,,
1230,,0.628759,,,,,,,,,,
1231,,0.628759,,,,,,,,,,
1232,,0.628759,,,,,,,,,,
1233,,0.628759,,,,,,,,,,
1234,,0.628759,,,,,,,,,,
1235,,0.628759,,,,,,,,,,
1236,,0.628759,,,,,,,,,,
1237,,0.628759,,,,,,,,,,
1238,,0.628759,,,,,,,,,,
1239,,0.628759,,,,,,,,,,
1240,,0.628759,,,,,,,,,,
1241,,0.62876,,,,,,,,,,
1242,,0.62876,,,,,,,,,,
1243,,0.62876,,,,,,,,,,
1244,,0.62876,,,,,,,,,,
1245,,0.62876,,,,,,,,,,
1246,,0.62876,,,,,,,,,,
1247,,0.62876,,,,,,,,,,
1248,,0.62876,,,,,,,,,,
1249,,0.62876,,,,,,,,,,
1250,,0.62876,,,,,,,,,,
1251,,0.62876,,,,,,,,,,
1252,,0.62876,,,,,,,,,,
1253,,0.62876,,,,,,,,,,
1254,,0.62876,,,,,,,,,,
1255,,0.62876,,,,,,,,,,
1256,,0.62876,,,,,,,,,,
1257,,0.62876,,,,,,,,,,
1258,,0.62876,,,,,,,,,,
1259,,0.62876,,,,,,,,,,
1260,,0.62876,,,,,,,,,,
1261,,0.628947,,,,,,,,,,
1262,,0.628947,,,,,,,,,,
1263,,0.628947,,,,,,,,,,
1264,,0.628947,,,,,,,,,,
1265,,0.628947,,,,,,,,,,
1266,,0.628947,,,,,,,,,,
1267,,0.628947,,,,,,,,,,
1268,,0.628947,,,,,,,,,,
1269,,0.628947,,,,,,,,,,
1270,,0.628947,,,,,,,,,,
1271,,0.628947,,,,,,,,,,
1272,,0.628947,,,,,,,,,,
1273,,0.628947,,,,,,,,,,
1274,,0.628947,,,,,,,,,,
1275,,0.628947,,,,,,,,,,
1276,,0.628947,,,,,,,,,,
1277,,0.628947,,,,,,,,,,
